symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
IRFC,57896,39435,18461,46.81,106753,114637.34632,34631078810,119655.67668,5018.33035,91
SHREECEM,27792,20010,7782,38.89,74076,106072.66381,37756940830,109520.88461,3448.2208,26120
SWIGGY,89613,66960,22653,33.83,92761,180270.97657,15455466383,183270.57665,2999.60008,244
GVT&D,23913,18068,5845,32.35,44383,51899.37257,24155979376,55841.29133,3941.91876,5040
360ONE,25087,19035,6052,31.79,22917,59211.6021,6873155780,59530.1599,318.5578,1104
TVSMOTOR,116731,90725,26006,28.66,99407,273330.66269,32840855965,276679.13735,3348.47465,3442
HDFCAMC,38014,29958,8056,26.89,24475,107136.96708,9002949213,107957.79921,820.83213,2625
MFSL,35610,28114,7496,26.66,20706,88542.66848,5048824560,88830.83408,288.1656,1661
ICICIBANK,380787,301670,79117,26.23,369708,1123743.13765,243727498210,1143877.93975,20134.8021,1373
NAUKRI,83242,66216,17026,25.71,73090,153918.74024,15337848342,155616.02866,1697.28842,1012
CHOLAFIN,50604,40274,10330,25.65,58803,177616.56312,47462845675,182440.64487,4824.08175,1797
JSWSTEEL,96014,76819,19195,24.99,60648,349001.34018,16024451319,350329.45587,1328.11569,1233
KALYANKJIL,68921,55472,13449,24.24,84562,126946.20724,25599229630,129873.93354,2927.7263,376
OFSS,44792,36134,8658,23.96,188246,177968.78023,134625813804,197127.60827,19158.82804,10490
AXISBANK,214518,174227,40291,23.13,166938,486015.52631,95674895006,494180.47637,8164.95006,1384
POWERINDIA,65669,53410,12259,22.95,151053,144458.79373,120582475810,154785.92683,10327.1331,33800
DELHIVERY,30214,24587,5627,22.89,45066,120867.99656,33208216564,124249.61971,3381.62314,478
SHRIRAMFIN,97040,79057,17983,22.75,102029,289055.61902,56612242458,295917.39111,6861.77208,1017
PHOENIXLTD,21314,17367,3947,22.73,26106,54066.54771,12202777597,55108.63368,1042.08597,1914
MARICO,26413,21542,4871,22.61,19181,87113.08716,10302671136,88047.45852,934.37136,819
TIINDIA,19942,16317,3625,22.22,41408,58841.1644,20684318366,60232.78806,1391.62366,3161
KOTAKBANK,151795,124518,27277,21.91,81775,307654.9898,36042184240,311433.9822,3778.9924,406
GRASIM,84279,69155,15124,21.87,58326,286338.31732,17187758017,287514.4975,1176.18017,3132
INDIGO,179853,147853,32000,21.64,238552,396925.10265,143356075935,411704.112,14779.00935,5198
TORNTPHARM,44931,37170,7761,20.88,32841,103200.92678,8375755732,104005.10911,804.18232,4499
PREMIERENE,33008,27333,5675,20.76,32884,102353.45377,10599313108,103843.01985,1489.56608,1053
BAJFINANCE,181688,150477,31211,20.74,165802,528637.58197,69191094795,536959.00492,8321.42295,990
UNOMINDA,17102,14190,2912,20.52,13285,43432.0447,3778700425,43680.66895,248.62425,1099
ETERNAL,168050,139692,28358,20.3,113855,317213.83314,40246624947,321321.21011,4107.37697,256
