symbol,shortName,price,changePct,volume
NVTS,Navitas Semiconductor Corporati,29.25,19.98,51180816
RGTI,"Rigetti Computing, Inc.",26.42,19.87,204233224
BB,BlackBerry Limited,7.91,18.95,56157873
DELL,Dell Technologies Inc.,295.19,16.77,15237483
AXTI,AXT Inc,140.83,16.37,10207583
LION,Lionsgate Studios Corp,14.95,15.8,10485604
FLY,Firefly Aerospace Inc.,49.5,15.49,8821802
HPQ,HP Inc.,25.24,15.25,45907332
QBTS,D-Wave Quantum Inc.,29.4,14.22,133923761
RDW,Redwire Corporation,17.49,13.94,51568951
CRDO,Credo Technology Group Holding ,218.41,12.94,8538584
NTAP,"NetApp, Inc.",139.36,12.44,6668173
SWKS,"Skyworks Solutions, Inc.",82.42,12.08,5338625
VSH,"Vishay Intertechnology, Inc.",47.25,12.05,8810277
EL,"Estee Lauder Companies, Inc. (T",88.32,11.93,8104150
